price_day_person,location,capacity,bedroom_num,beds_num
58€ pers./noche (aprox),Boal,"2 - 
  21 personas",14 camas,58€ pers./noche (aprox)
17€ pers./noche (aprox),Cabrales,"1 - 
  9 personas",4 dormitorios,7 camas
24€ pers./noche (aprox),Pravia,"2 - 
  15 personas",10 dormitorios,10 camas
31€ pers./noche (aprox),Santo Adriano,"2 - 
  8 personas",5 dormitorios,6 camas
17€ pers./noche (aprox),Llanes,7 personas,4 dormitorios,6 camas
25€ pers./noche (aprox),Arriondas,"1 - 
  9 personas",6 dormitorios,7 camas
17€ pers./noche (aprox),San Tirso de Abres,8 personas,2 dormitorios,5 camas
23€ pers./noche (aprox),Valdés,"2 - 
  16 personas",8 dormitorios,13 camas
25€ pers./noche (aprox),Llanes,3 personas,2 dormitorios,2 camas
15€ pers./noche (aprox),Espinaredo,10 personas,5 dormitorios,9 camas
28€ pers./noche (aprox),Cangas de Onís,"1 - 
  4 personas",1 dormitorio,2 camas
21€ pers./noche (aprox),Cangas del Narcea,"2 - 
  16 personas",6 dormitorios,13 camas
16€ pers./noche (aprox),Piloña,"2 - 
  4 personas",2 dormitorios,3 camas
16€ pers./noche (aprox),Peñamellera Baja,6 personas,3 dormitorios,5 camas
22€ pers./noche (aprox),Piloña,"2 - 
  6 personas",6 dormitorios,6 camas
20€ pers./noche (aprox),Luarca,"1 - 
  5 personas",3 dormitorios,4 camas
20€ pers./noche (aprox),Cabranes,"2 - 
  6 personas",3 dormitorios,5 camas
14€ pers./noche (aprox),Valdés,"4 - 
  8 personas",2 dormitorios,8 camas
18€ pers./noche (aprox),Cangas de Onís,"5 - 
  6 personas",4 dormitorios,5 camas
20€ pers./noche (aprox),Arriondas,"1 - 
  6 personas",3 dormitorios,4 camas
28€ pers./noche (aprox),Cudillero,Íntegro o habitaciones,"2 - 
  8 personas",3 dormitorios
14€ pers./noche (aprox),Llanes,"4 - 
  16 personas",7 dormitorios,11 camas
35€ pers./noche (aprox),Ribadesella,"2 - 
  14 personas",4 dormitorios,9 camas
16€ pers./noche (aprox),Somiedo,"2 - 
  8 personas",2 dormitorios,4 camas
28€ pers./noche (aprox),Llanes,"2 - 
  75 personas",13 dormitorios,66 camas
32€ pers./noche (aprox),Cabranes,"1 - 
  3 personas",1 dormitorio,2 camas
23€ pers./noche (aprox),Villaviciosa,"2 - 
  9 personas",2 dormitorios,7 camas
14€ pers./noche (aprox),Llanes,"4 - 
  18 personas",5 dormitorios,18 camas
19€ pers./noche (aprox),Arriondas,"4 - 
  14 personas",6 dormitorios,10 camas
35€ pers./noche (aprox),Peruyes,"2 - 
  13 personas",6 dormitorios,10 camas
42€ pers./noche (aprox),Gozón,24 personas,12 dormitorios,13 camas
14€ pers./noche (aprox),Villayón,6 personas,3 dormitorios,5 camas
26€ pers./noche (aprox),Santa Eulalia de Oscos,"2 - 
  4 personas",2 dormitorios,4 camas
22€ pers./noche (aprox),Llanera,"4 - 
  7 personas",4 dormitorios,6 camas
21€ pers./noche (aprox),Cangas de Onís,"2 - 
  16 personas",6 dormitorios,11 camas
14€ pers./noche (aprox),Quirós,"1 - 
  5 personas",2 dormitorios,4 camas
24€ pers./noche (aprox),Cabrales,"4 - 
  7 personas",2 dormitorios,7 camas
21€ pers./noche (aprox),Candamo,3 personas,2 dormitorios,2 camas
20€ pers./noche (aprox),Riosa,"1 - 
  10 personas",2 dormitorios,8 camas
59€ pers./noche (aprox),Llanes,"4 - 
  24 personas",8 dormitorios,22 camas
22€ pers./noche (aprox),Cangas del Narcea,8 personas,4 dormitorios,6 camas
30€ pers./noche (aprox),Cudillero,"10 - 
  13 personas",10 dormitorios,10 camas
18€ pers./noche (aprox),Cangas de Onís,"1 - 
  5 personas",3 dormitorios,4 camas
17€ pers./noche (aprox),Pesoz,5 personas,2 dormitorios,3 camas
20€ pers./noche (aprox),Cué,"6 - 
  8 personas",3 dormitorios,6 camas
18€ pers./noche (aprox),Parres,"3 - 
  8 personas",4 dormitorios,7 camas
31€ pers./noche (aprox),Villaviciosa,"1 - 
  22 personas",6 dormitorios,17 camas
25€ pers./noche (aprox),Bueres,18 personas,4 dormitorios,12 camas
19€ pers./noche (aprox),Cangas de Onís,6 personas,2 dormitorios,5 camas
27€ pers./noche (aprox),Pola de Somiedo,"2 - 
  6 personas",3 dormitorios,4 camas
36€ pers./noche (aprox),Villaviciosa,"2 - 
  10 personas",3 dormitorios,6 camas
32€ pers./noche (aprox),Aller,"1 - 
  6 personas",6 dormitorios,4 camas
20€ pers./noche (aprox),Llanes,"1 - 
  10 personas",3 dormitorios,4 camas
